AE.01.101	Abu Dhabi Municipality
US.NY.067	Onondaga County
US.NY.069	Ontario County
US.NY.071	Orange County
US.NY.073	Orleans County
US.NY.075	Oswego County
US.NY.077	Otsego County
US.NY.079	Putnam County
US.NY.081	Queens County
US.NY.083	Rensselaer County
US.NY.087	Rockland County
US.NY.089	St. Lawrence County
US.NY.091	Saratoga County
US.NY.093	Schenectady County
US.NY.095	Schoharie County
US.NY.097	Schuyler County
US.NY.099	Seneca County
US.NY.085	Richmond County
US.NY.101	Steuben County
US.NY.103	Suffolk County
US.NY.105	Sullivan County
US.NY.107	Tioga County
US.NY.109	Tompkins County
US.NY.111	Ulster County
US.NY.113	Warren County
US.NY.115	Washington County
US.NY.117	Wayne County
US.NY.119	Westchester County
US.NY.121	Wyoming County
US.NY.123	Yates County
US.OH.003	Allen County
US.OH.005	Ashland County
US.OH.007	Ashtabula County
US.OH.011	Auglaize County
US.OH.013	Belmont County
US.OH.019	Carroll County
US.OH.021	Champaign County
US.OH.029	Columbiana County
US.OH.031	Coshocton County
US.OH.033	Crawford County
US.OH.035	Cuyahoga County
US.OH.037	Darke County
US.OH.039	Defiance County
US.OH.041	Delaware County
US.OH.043	Erie County
US.OH.051	Fulton County
US.OH.055	Geauga County
US.OH.059	Guernsey County
US.OH.063	Hancock County
US.OH.065	Hardin County
US.OH.067	Harrison County
US.OH.069	Henry County
US.OH.075	Holmes County
US.OH.077	Huron County
US.OH.081	Jefferson County
US.OH.083	Knox County
US.OH.085	Lake County
US.OH.089	Licking County
US.OH.091	Logan County
US.OH.093	Lorain County
US.OH.095	Lucas County
US.OH.099	Mahoning County
US.OH.101	Marion County
US.OH.103	Medina County
US.OH.107	Mercer County
US.OH.109	Miami County
US.OH.117	Morrow County
US.OH.123	Ottawa County
US.OH.125	Paulding County
US.OH.133	Portage County
US.OH.137	Putnam County
US.OH.139	Richland County
US.OH.143	Sandusky County
US.OH.147	Seneca County
US.OH.149	Shelby County
US.OH.151	Stark County
US.OH.153	Summit County
US.OH.155	Trumbull County
US.OH.157	Tuscarawas County
US.OH.159	Union County
US.OH.161	Van Wert County
US.OH.169	Wayne County
US.OH.171	Williams County
US.OH.173	Wood County
US.OH.175	Wyandot County
US.PA.003	Allegheny County
US.PA.005	Armstrong County
US.PA.007	Beaver County
US.PA.009	Bedford County
US.PA.011	Berks County
US.PA.013	Blair County
US.PA.015	Bradford County
US.PA.017	Bucks County
US.PA.019	Butler County
US.PA.021	Cambria County
US.PA.023	Cameron County
US.PA.025	Carbon County
US.PA.027	Centre County
US.PA.029	Chester County
US.PA.031	Clarion County
US.PA.033	Clearfield County
US.PA.035	Clinton County
US.PA.037	Columbia County
US.PA.039	Crawford County
US.PA.041	Cumberland County
US.PA.043	Dauphin County
US.PA.045	Delaware County
US.PA.047	Elk County
US.PA.049	Erie County
US.PA.051	Fayette County
US.PA.053	Forest County
US.PA.055	Franklin County
US.PA.057	Fulton County
US.PA.059	Greene County
US.PA.061	Huntingdon County
US.PA.063	Indiana County
US.PA.065	Jefferson County
US.PA.067	Juniata County
US.PA.069	Lackawanna County
US.PA.071	Lancaster County
US.PA.073	Lawrence County
US.PA.075	Lebanon County
US.PA.077	Lehigh County
US.PA.079	Luzerne County
US.PA.081	Lycoming County
US.PA.083	McKean County
US.PA.085	Mercer County
US.PA.087	Mifflin County
US.PA.089	Monroe County
US.PA.091	Montgomery County
US.PA.093	Montour County
US.PA.095	Northampton County
US.PA.097	Northumberland County
US.PA.099	Perry County
US.PA.101	Philadelphia County
US.PA.103	Pike County
US.PA.105	Potter County
US.PA.107	Schuylkill County
US.PA.109	Snyder County
US.PA.111	Somerset County
US.PA.113	Sullivan County
US.PA.115	Susquehanna County
US.PA.117	Tioga County
US.PA.119	Union County
US.PA.121	Venango County
US.PA.123	Warren County
US.PA.125	Washington County
US.PA.127	Wayne County
US.PA.129	Westmoreland County
US.PA.131	Wyoming County
US.PA.133	York County
US.RI.001	Bristol County
US.RI.003	Kent County
US.RI.005	Newport County
US.RI.007	Providence County
US.RI.009	Washington County
US.SD.003	Aurora County
US.SD.005	Beadle County
US.SD.009	Bon Homme County
US.SD.011	Brookings County
US.SD.013	Brown County
US.SD.015	Brule County
US.SD.017	Buffalo County
US.SD.023	Charles Mix County
US.SD.025	Clark County
US.SD.029	Codington County
US.SD.027	Clay County
US.SD.035	Davison County
US.SD.037	Day County
US.SD.039	Deuel County
US.SD.043	Douglas County
US.SD.045	Edmunds County
US.SD.049	Faulk County
US.SD.051	Grant County
US.SD.053	Gregory County
US.SD.057	Hamlin County
US.SD.059	Hand County
US.SD.061	Hanson County
US.SD.065	Hughes County
US.SD.067	Hutchinson County
US.SD.069	Hyde County
US.SD.073	Jerauld County
US.SD.077	Kingsbury County
US.SD.079	Lake County
US.SD.083	Lincoln County
US.SD.085	Lyman County
US.SD.091	Marshall County
US.SD.087	McCook County
US.SD.089	McPherson County
US.SD.097	Miner County
US.SD.099	Minnehaha County
US.SD.101	Moody County
US.SD.107	Potter County
US.SD.109	Roberts County
US.SD.111	Sanborn County
US.SD.115	Spink County
US.SD.123	Tripp County
US.SD.125	Turner County
US.SD.127	Union County
US.SD.129	Walworth County
US.SD.135	Yankton County
US.VT.001	Addison County
US.VT.003	Bennington County
US.VT.005	Caledonia County
US.VT.007	Chittenden County
US.VT.009	Essex County
US.VT.011	Franklin County
US.VT.013	Grand Isle County
US.VT.015	Lamoille County
US.VT.017	Orange County
US.VT.019	Orleans County
US.VT.021	Rutland County
US.VT.023	Washington County
US.VT.025	Windham County
US.VT.027	Windsor County
US.WI.001	Adams County
US.WI.003	Ashland County
US.WI.005	Barron County
US.WI.007	Bayfield County
US.WI.009	Brown County
US.WI.011	Buffalo County
US.WI.013	Burnett County
US.WI.015	Calumet County
US.WI.017	Chippewa County
US.WI.019	Clark County
US.WI.021	Columbia County
US.WI.023	Crawford County
US.WI.025	Dane County
US.WI.027	Dodge County
US.WI.029	Door County
US.WI.031	Douglas County
US.WI.033	Dunn County
US.WI.035	Eau Claire County
US.WI.037	Florence County
US.WI.039	Fond du Lac County
US.WI.041	Forest County
US.WI.043	Grant County
US.WI.045	Green County
US.WI.047	Green Lake County
US.WI.049	Iowa County
US.WI.051	Iron County
US.WI.053	Jackson County
US.WI.055	Jefferson County
US.WI.057	Juneau County
US.WI.059	Kenosha County
US.WI.061	Kewaunee County
US.WI.063	La Crosse County
US.WI.065	Lafayette County
US.WI.067	Langlade County
US.WI.069	Lincoln County
US.WI.071	Manitowoc County
US.WI.073	Marathon County
US.WI.075	Marinette County
US.WI.077	Marquette County
US.WI.078	Menominee County
US.WI.079	Milwaukee County
US.WI.081	Monroe County
US.WI.083	Oconto County
US.WI.085	Oneida County
US.WI.087	Outagamie County
US.WI.089	Ozaukee County
US.WI.091	Pepin County
US.WI.093	Pierce County
US.WI.095	Polk County
US.WI.097	Portage County
US.WI.099	Price County
US.WI.101	Racine County
US.WI.103	Richland County
US.WI.105	Rock County
US.WI.107	Rusk County
US.WI.109	Saint Croix County
US.WI.111	Sauk County
US.WI.113	Sawyer County
US.WI.115	Shawano County
US.WI.117	Sheboygan County
US.WI.119	Taylor County
US.WI.121	Trempealeau County
US.WI.123	Vernon County
US.WI.125	Vilas County
US.WI.127	Walworth County
US.WI.129	Washburn County
US.WI.131	Washington County
US.WI.133	Waukesha County
US.WI.135	Waupaca County
US.WI.137	Waushara County
US.WI.139	Winnebago County
US.WI.141	Wood County
US.WV.009	Brooke County
US.WV.029	Hancock County
US.WV.069	Ohio County
US.AZ.003	Cochise County
US.AZ.005	Coconino County
US.AZ.007	Gila County
US.AZ.009	Graham County
US.AZ.011	Greenlee County
US.AZ.012	La Paz County
US.AZ.013	Maricopa County
US.AZ.015	Mohave County
US.AZ.017	Navajo County
US.AZ.019	Pima County
US.AZ.021	Pinal County
US.AZ.023	Santa Cruz County
US.AZ.025	Yavapai County
US.AZ.027	Yuma County
US.CA.001	Alameda County
US.CA.005	Amador County
US.CA.007	Butte County
US.CA.009	Calaveras County
US.CA.011	Colusa County
US.CA.013	Contra Costa County
US.CA.017	El Dorado County
US.CA.019	Fresno County
US.CA.021	Glenn County
US.CA.025	Imperial County
US.CA.027	Inyo County
US.CA.029	Kern County
US.CA.031	Kings County
US.CA.033	Lake County
US.CA.037	Los Angeles County
US.CA.039	Madera County
US.CA.041	Marin County
US.CA.043	Mariposa County
US.CA.045	Mendocino County
US.CA.047	Merced County
US.CA.051	Mono County
US.CA.053	Monterey County
US.CA.055	Napa County
US.CA.057	Nevada County
US.CA.059	Orange County
US.CA.061	Placer County
US.CA.063	Plumas County
US.CA.065	Riverside County
US.CA.067	Sacramento County
US.CA.069	San Benito County
US.CA.071	San Bernardino County
US.CA.073	San Diego County
US.CA.075	City and County of San Francisco
US.CA.077	San Joaquin County
US.CA.079	San Luis Obispo County
US.CA.081	San Mateo County
US.CA.083	Santa Barbara County
US.CA.085	Santa Clara County
US.CA.087	Santa Cruz County
US.CA.091	Sierra County
US.CA.095	Solano County
US.CA.097	Sonoma County
US.CA.099	Stanislaus County
US.CA.101	Sutter County
US.CA.107	Tulare County
US.CA.109	Tuolumne County
US.CA.111	Ventura County
US.CA.113	Yolo County
US.CA.115	Yuba County
US.CO.001	Adams County
US.CO.005	Arapahoe County
US.CO.007	Archuleta County
US.CO.009	Baca County
US.CO.011	Bent County
US.CO.014	Broomfield County
US.CO.015	Chaffee County
US.CO.017	Cheyenne County
US.CO.019	Clear Creek County
US.CO.021	Conejos County
US.CO.023	Costilla County
US.CO.025	Crowley County
US.CO.027	Custer County
US.CO.029	Delta County
US.CO.031	Denver County
US.CO.033	Dolores County
US.CO.035	Douglas County
US.CO.037	Eagle County
US.CO.041	El Paso County
US.CO.039	Elbert County
US.CO.043	Fremont County
US.CO.045	Garfield County
US.CO.047	Gilpin County
US.CO.051	Gunnison County
US.CO.053	Hinsdale County
US.CO.055	Huerfano County
US.CO.059	Jefferson County
US.CO.061	Kiowa County
US.CO.063	Kit Carson County
US.CO.067	La Plata County
US.CO.065	Lake County
US.CO.071	Las Animas County
US.CO.073	Lincoln County
US.CO.077	Mesa County
US.CO.079	Mineral County
US.CO.083	Montezuma County
US.CO.085	Montrose County
US.CO.089	Otero County
US.CO.091	Ouray County
US.CO.093	Park County
US.CO.097	Pitkin County
US.CO.099	Prowers County
US.CO.101	Pueblo County
US.CO.103	Rio Blanco County
US.CO.105	Rio Grande County
US.CO.109	Saguache County
US.CO.111	San Juan County
US.CO.113	San Miguel County
US.CO.117	Summit County
US.CO.119	Teller County
US.CO.121	Washington County
US.CO.125	Yuma County
US.KS.023	Cheyenne County
US.KS.039	Decatur County
US.KS.055	Finney County
US.KS.063	Gove County
US.KS.067	Grant County
US.KS.069	Gray County
US.KS.071	Greeley County
US.KS.075	Hamilton County
US.KS.081	Haskell County
US.KS.093	Kearny County
US.KS.101	Lane County
US.KS.119	Meade County
US.KS.129	Morton County
US.KS.153	Rawlins County
US.KS.171	Scott County
US.KS.175	Seward County
US.KS.179	Sheridan County
US.KS.181	Sherman County
US.KS.187	Stanton County
US.KS.189	Stevens County
US.KS.193	Thomas County
US.KS.199	Wallace County
US.KS.203	Wichita County
US.NM.001	Bernalillo County
US.NM.003	Catron County
US.NM.005	Chaves County
US.NM.006	Cibola County
US.NM.007	Colfax County
US.NM.009	Curry County
US.NM.011	De Baca County
US.NM.013	Doña Ana County
US.NM.015	Eddy County
US.NM.017	Grant County
US.NM.019	Guadalupe County
US.NM.021	Harding County
US.NM.023	Hidalgo County
US.NM.025	Lea County
US.NM.027	Lincoln County
US.NM.028	Los Alamos County
US.NM.029	Luna County
US.NM.031	McKinley County
US.NM.033	Mora County
US.NM.035	Otero County
US.NM.037	Quay County
US.NM.039	Rio Arriba County
US.NM.041	Roosevelt County
US.NM.045	San Juan County
US.NM.047	San Miguel County
US.NM.043	Sandoval County
US.NM.049	Santa Fe County
US.NM.051	Sierra County
US.NM.053	Socorro County
US.NM.055	Taos County
US.NM.057	Torrance County
US.NM.059	Union County
US.NM.061	Valencia County
US.NV.510	Carson City
US.NV.001	Churchill County
US.NV.003	Clark County
US.NV.005	Douglas County
US.NV.009	Esmeralda County
US.NV.015	Lander County
US.NV.017	Lincoln County
US.NV.019	Lyon County
US.NV.021	Mineral County
US.NV.023	Nye County
US.NV.029	Storey County
US.NV.033	White Pine County
US.OK.007	Beaver County
US.OK.025	Cimarron County
US.OK.139	Texas County
US.TX.003	Andrews County
US.TX.011	Armstrong County
US.TX.017	Bailey County
US.TX.033	Borden County
US.TX.043	Brewster County
US.TX.045	Briscoe County
US.TX.065	Carson County
US.TX.069	Castro County
US.TX.075	Childress County
US.TX.079	Cochran County
US.TX.081	Coke County
US.TX.087	Collingsworth County
US.TX.101	Cottle County
US.TX.103	Crane County
US.TX.105	Crockett County
US.TX.107	Crosby County
US.TX.109	Culberson County
US.TX.111	Dallam County
US.TX.115	Dawson County
US.TX.117	Deaf Smith County
US.TX.125	Dickens County
US.TX.129	Donley County
US.TX.135	Ector County
US.TX.137	Edwards County
US.TX.141	El Paso County
US.TX.151	Fisher County
US.TX.153	Floyd County
US.TX.165	Gaines County
US.TX.169	Garza County
US.TX.173	Glasscock County
US.TX.179	Gray County
US.TX.189	Hale County
US.TX.191	Hall County
US.TX.195	Hansford County
US.TX.205	Hartley County
US.TX.211	Hemphill County
US.TX.219	Hockley County
US.TX.227	Howard County
US.TX.229	Hudspeth County
US.TX.233	Hutchinson County
US.TX.235	Irion County
US.TX.243	Jeff Davis County
US.TX.263	Kent County
US.TX.269	King County
US.TX.271	Kinney County
US.TX.279	Lamb County
US.TX.295	Lipscomb County
US.TX.301	Loving County
US.TX.303	Lubbock County
US.TX.305	Lynn County
US.TX.317	Martin County
US.TX.323	Maverick County
US.TX.329	Midland County
US.TX.335	Mitchell County
US.TX.341	Moore County
US.TX.345	Motley County
US.TX.353	Nolan County
US.TX.357	Ochiltree County
US.TX.359	Oldham County
US.TX.369	Parmer County
US.TX.371	Pecos County
US.TX.375	Potter County
US.TX.377	Presidio County
US.TX.381	Randall County
US.TX.383	Reagan County
US.TX.389	Reeves County
US.TX.393	Roberts County
US.TX.413	Schleicher County
US.TX.415	Scurry County
US.TX.421	Sherman County
US.TX.431	Sterling County
US.TX.433	Stonewall County
US.TX.435	Sutton County
US.TX.437	Swisher County
US.TX.443	Terrell County
US.TX.445	Terry County
US.TX.451	Tom Green County
US.TX.461	Upton County
US.TX.465	Val Verde County
US.TX.475	Ward County
US.TX.483	Wheeler County
US.TX.495	Winkler County
US.TX.501	Yoakum County
US.UT.001	Beaver County
US.UT.007	Carbon County
US.UT.015	Emery County
US.UT.017	Garfield County
US.UT.019	Grand County
US.UT.021	Iron County
US.UT.023	Juab County
US.UT.025	Kane County
US.UT.027	Millard County
US.UT.031	Piute County
US.UT.037	San Juan County
US.UT.039	Sanpete County
US.UT.041	Sevier County
US.UT.053	Washington County
US.UT.055	Wayne County
US.CO.003	Alamosa County
US.AZ.001	Apache County
US.CA.105	Trinity County
US.AK.110	Juneau City and Borough
US.AK.130	Ketchikan Gateway Borough
US.AK.220	Sitka City and Borough
US.CA.015	Del Norte County
US.CA.023	Humboldt County
US.CA.035	Lassen County
US.CA.049	Modoc County
US.CA.089	Shasta County
US.CA.093	Siskiyou County
US.CA.103	Tehama County
US.CO.013	Boulder County
US.CO.049	Grand County
US.CO.057	Jackson County
US.CO.069	Larimer County
US.CO.075	Logan County
US.CO.081	Moffat County
US.CO.087	Morgan County
US.CO.095	Phillips County
US.CO.107	Routt County
US.CO.115	Sedgwick County
US.CO.123	Weld County
US.ID.001	Ada County
US.ID.003	Adams County
US.ID.005	Bannock County
US.ID.007	Bear Lake County
US.ID.009	Benewah County
US.ID.011	Bingham County
US.ID.013	Blaine County
US.ID.015	Boise County
US.ID.017	Bonner County
US.ID.019	Bonneville County
US.ID.021	Boundary County
US.ID.023	Butte County
US.ID.025	Camas County
US.ID.027	Canyon County
US.ID.029	Caribou County
US.ID.031	Cassia County
US.ID.033	Clark County
US.ID.035	Clearwater County
US.ID.037	Custer County
US.ID.039	Elmore County
US.ID.041	Franklin County
US.ID.043	Fremont County
US.ID.045	Gem County
US.ID.047	Gooding County
US.ID.049	Idaho County
US.ID.051	Jefferson County
US.ID.053	Jerome County
US.ID.055	Kootenai County
US.ID.057	Latah County
US.ID.059	Lemhi County
US.ID.061	Lewis County
US.ID.063	Lincoln County
US.ID.065	Madison County
US.ID.067	Minidoka County
US.ID.069	Nez Perce County
US.ID.071	Oneida County
US.ID.073	Owyhee County
US.ID.075	Payette County
US.ID.077	Power County
US.ID.079	Shoshone County
US.ID.081	Teton County
US.ID.083	Twin Falls County
US.ID.085	Valley County
US.ID.087	Washington County
US.MT.001	Beaverhead County
US.MT.003	Big Horn County
US.MT.005	Blaine County
US.MT.007	Broadwater County
US.MT.009	Carbon County
US.MT.011	Carter County
US.MT.013	Cascade County
US.MT.015	Chouteau County
US.MT.017	Custer County
US.MT.019	Daniels County
US.MT.021	Dawson County
US.MT.023	Deer Lodge County
US.MT.025	Fallon County
US.MT.027	Fergus County
US.MT.029	Flathead County
US.MT.031	Gallatin County
US.MT.033	Garfield County
US.MT.035	Glacier County
US.MT.037	Golden Valley County
US.MT.039	Granite County
US.MT.041	Hill County
US.MT.043	Jefferson County
US.MT.045	Judith Basin County
US.MT.047	Lake County
US.MT.049	Lewis and Clark County
US.MT.051	Liberty County
US.MT.053	Lincoln County
US.MT.057	Madison County
US.MT.055	McCone County
US.MT.059	Meagher County
US.MT.061	Mineral County
US.MT.063	Missoula County
US.MT.065	Musselshell County
US.MT.067	Park County
US.MT.069	Petroleum County
US.MT.071	Phillips County
US.MT.073	Pondera County
US.MT.075	Powder River County
US.MT.077	Powell County
US.MT.079	Prairie County
US.MT.081	Ravalli County
US.MT.083	Richland County
US.MT.085	Roosevelt County
US.MT.087	Rosebud County
US.MT.089	Sanders County
US.MT.091	Sheridan County
US.MT.093	Silver Bow County
US.MT.095	Stillwater County
US.MT.097	Sweet Grass County
US.MT.099	Teton County
US.MT.101	Toole County
US.MT.103	Treasure County
US.MT.105	Valley County
US.MT.107	Wheatland County
US.MT.109	Wibaux County
US.MT.111	Yellowstone County
US.ND.001	Adams County
US.ND.007	Billings County
US.ND.009	Bottineau County
US.ND.011	Bowman County
US.ND.013	Burke County
US.ND.015	Burleigh County
US.ND.023	Divide County
US.ND.025	Dunn County
US.ND.029	Emmons County
US.ND.033	Golden Valley County
US.ND.037	Grant County
US.ND.041	Hettinger County
US.ND.049	McHenry County
US.ND.053	McKenzie County
US.ND.055	McLean County
US.ND.057	Mercer County
US.ND.059	Morton County
US.ND.061	Mountrail County
US.ND.065	Oliver County
US.ND.069	Pierce County
US.ND.075	Renville County
US.ND.083	Sheridan County
US.ND.085	Sioux County
US.ND.087	Slope County
US.ND.089	Stark County
US.ND.101	Ward County
US.ND.105	Williams County
US.NE.005	Arthur County
US.NE.007	Banner County
US.NE.013	Box Butte County
US.NE.029	Chase County
US.NE.031	Cherry County
US.NE.033	Cheyenne County
US.NE.045	Dawes County
US.NE.049	Deuel County
US.NE.057	Dundy County
US.NE.063	Frontier County
US.NE.069	Garden County
US.NE.075	Grant County
US.NE.085	Hayes County
US.NE.087	Hitchcock County
US.NE.091	Hooker County
US.NE.101	Keith County
US.NE.103	Keya Paha County
US.NE.105	Kimball County
US.NE.111	Lincoln County
US.NE.113	Logan County
US.NE.117	McPherson County
US.NE.123	Morrill County
US.NE.135	Perkins County
US.NE.145	Red Willow County
US.NE.157	Scotts Bluff County
US.NE.161	Sheridan County
US.NE.165	Sioux County
US.NE.171	Thomas County
US.NV.007	Elko County
US.NV.011	Eureka County
US.NV.013	Humboldt County
US.NV.027	Pershing County
US.NV.031	Washoe County
US.OR.001	Baker County
US.OR.003	Benton County
US.OR.005	Clackamas County
US.OR.007	Clatsop County
US.OR.009	Columbia County
US.OR.011	Coos County
US.OR.013	Crook County
US.OR.015	Curry County
US.OR.017	Deschutes County
US.OR.019	Douglas County
US.OR.021	Gilliam County
US.OR.023	Grant County
US.OR.025	Harney County
US.OR.027	Hood River County
US.OR.029	Jackson County
US.OR.031	Jefferson County
US.OR.033	Josephine County
US.OR.035	Klamath County
US.OR.037	Lake County
US.OR.039	Lane County
US.OR.041	Lincoln County
US.OR.043	Linn County
US.OR.045	Malheur County
US.OR.047	Marion County
US.OR.049	Morrow County
US.OR.051	Multnomah County
US.OR.053	Polk County
US.OR.055	Sherman County
US.OR.057	Tillamook County
US.OR.059	Umatilla County
US.OR.061	Union County
US.OR.063	Wallowa County
US.OR.065	Wasco County
US.OR.067	Washington County
US.OR.069	Wheeler County
US.OR.071	Yamhill County
US.SD.007	Bennett County
US.SD.019	Butte County
US.SD.021	Campbell County
US.SD.031	Corson County
US.SD.033	Custer County
US.SD.041	Dewey County
US.SD.047	Fall River County
US.SD.055	Haakon County
US.SD.063	Harding County
US.SD.071	Jackson County
US.SD.075	Jones County
US.SD.081	Lawrence County
US.SD.093	Meade County
US.SD.095	Mellette County
US.SD.103	Pennington County
US.SD.105	Perkins County
US.SD.102	Oglala Lakota County
US.SD.117	Stanley County
US.SD.119	Sully County
US.SD.121	Todd County
US.SD.137	Ziebach County
US.UT.003	Box Elder County
US.UT.005	Cache County
US.UT.009	Daggett County
US.UT.011	Davis County
US.UT.013	Duchesne County
US.UT.029	Morgan County
US.UT.033	Rich County
US.UT.035	Salt Lake County
US.UT.043	Summit County
US.UT.045	Tooele County
US.UT.047	Uintah County
US.UT.049	Utah County
US.UT.051	Wasatch County
US.UT.057	Weber County
US.WA.001	Adams County
US.WA.003	Asotin County
US.WA.005	Benton County
US.WA.007	Chelan County
US.WA.009	Clallam County
US.WA.011	Clark County
US.WA.013	Columbia County
US.WA.015	Cowlitz County
US.WA.017	Douglas County
US.WA.019	Ferry County
US.WA.021	Franklin County
US.WA.023	Garfield County
US.WA.025	Grant County
US.WA.027	Grays Harbor County
US.WA.029	Island County
US.WA.031	Jefferson County
US.WA.033	King County
US.WA.035	Kitsap County
US.WA.037	Kittitas County
US.WA.039	Klickitat County
US.WA.041	Lewis County
US.WA.043	Lincoln County
US.WA.045	Mason County
US.WA.047	Okanogan County
US.WA.049	Pacific County
US.WA.051	Pend Oreille County
US.WA.053	Pierce County
US.WA.055	San Juan County
US.WA.057	Skagit County
US.WA.059	Skamania County
US.WA.061	Snohomish County
US.WA.063	Spokane County
US.WA.065	Stevens County
US.WA.067	Thurston County
US.WA.069	Wahkiakum County
US.WA.071	Walla Walla County
US.WA.073	Whatcom County
US.WA.075	Whitman County
US.WA.077	Yakima County
US.WY.001	Albany County
US.WY.003	Big Horn County
US.WY.005	Campbell County
US.WY.007	Carbon County
US.WY.009	Converse County
US.WY.011	Crook County
US.WY.013	Fremont County
US.WY.015	Goshen County
US.WY.017	Hot Springs County
US.WY.019	Johnson County
US.WY.021	Laramie County
US.WY.023	Lincoln County
US.WY.025	Natrona County
US.WY.027	Niobrara County
US.WY.029	Park County
US.WY.031	Platte County
US.WY.033	Sheridan County
US.WY.035	Sublette County
US.WY.037	Sweetwater County
US.WY.039	Teton County
US.WY.041	Uinta County
US.WY.043	Washakie County
US.WY.045	Weston County
US.AK.100	Haines Borough
US.HI.007	Kauai County
US.HI.009	Maui County
US.HI.001	Hawaii County
US.HI.003	Honolulu County
US.AK.068	Denali Borough
US.AK.070	Dillingham Census Area
US.AK.090	Fairbanks North Star Borough
US.AK.122	Kenai Peninsula Borough
US.AK.150	Kodiak Island Borough
US.AK.170	Matanuska-Susitna Borough
US.AK.180	Nome Census Area
US.AK.185	North Slope Borough
US.AK.188	Northwest Arctic Borough
US.AK.240	Southeast Fairbanks Census Area
US.AK.016	Aleutians West Census Area
US.AK.013	Aleutians East Borough
US.AK.020	Anchorage Municipality
US.AK.050	Bethel Census Area
US.NY.047	Kings County
US.AK.230	Skagway Municipality
US.AK.275	City and Borough of Wrangell
US.AK.195	Petersburg Borough
US.AK.198	Prince of Wales-Hyder Census Area
US.AK.158	Kusilvak Census Area
US.AK.063	Chugach Census Area
US.CT.120	Greater Bridgeport Planning Region
US.CT.140	Naugatuck Valley Planning Region
US.CT.190	Western Connecticut Planning Region
US.CT.110	Capitol Planning Region
US.CT.130	Lower Connecticut River Valley Planning Region
US.CT.170	South Central Connecticut Planning Region
US.CT.180	Southeastern Connecticut Planning Region
US.CT.150	Northeastern Connecticut Planning Region
US.CT.160	Northwest Hills Planning Region
UY.02.12	Las Piedras
UY.02.06	Canelones
UY.02.24	San Ramon
UY.16.01	Ciudad Del Plata
UY.12.01	Nuevo Berlin
UY.09.04	Pan De Azucar
UY.09.01	Aiguá
UY.12.02	Young
UY.05.02	Villa Carmen
UY.09.07	San Carlos
UY.10.01	Municipio A
UY.18.01	Paso De Los Toros
UY.08.03	Jose Batlle Y Ordoñez
UY.03.02	Isidoro Noblia
UY.03.03	Acegua
UY.03.04	Tupambae
UY.03.09	Fraile Muerto
UY.16.03	Ecilda Paullier
UY.19.01	Santa Clara De Olimar
UY.19.02	Municipio de Vergara
UY.18.02	San Gregorio De Polanco
UY.11.02	Guichon
UY.11.03	Quebracho
UY.14.03	La Paloma
UY.14.04	Lascano
UY.15.02	Villa Constitucion
UY.15.01	Pueblo Belen
UY.05.01	Sarandí Del Yí
UY.13.01	Tranqueras
UY.02.03	Aguas Corrientes
UY.04.03	Nueva Palmira
UY.02.30	Toledo
UY.16.04	Rodriguez
UY.02.15	Pando
UY.04.05	Tarariras
UY.02.19	Salinas
UY.02.11	La Paz
UY.01.03	Tomas Gomensoro
UY.01.02	Bella Union
UY.02.01	Nicolich
UY.17.02	Dolores
UY.17.03	Jose Enrique Rodo
UY.02.16	Parque Del Plata
UY.17.01	Cardona
UY.16.02	Libertad
UY.04.02	Nueva Helvecia
UY.02.10	La Floresta
UY.13.02	Vichadero
UY.13.03	Minas De Corrales
UY.08.01	Jose Pedro Varela
UY.08.02	Solis De Mataojo
UY.03.01	Rio Branco
UY.11.01	Porvenir
UY.11.04	Piedras Coloradas
UY.02.14	Montes
UY.02.13	Migues
UY.02.18	Progreso
UY.02.23	San Jacinto
UY.02.05	Barros Blancos
UY.02.20	San Antonio
UY.09.06	Punta Del Este
UY.02.22	San Bautista
UY.10.02	Municipio B
UY.02.25	Santa Rosa
UY.02.26	Sauce
UY.14.01	Castillos
UY.12.03	San Javier
UY.07.02	Sarandí Grande
UY.07.01	Casupá
UY.02.09	Empalme Olmos
UY.02.27	Soca
UY.02.17	Paso Carrasco
UY.02.29	Tala
UY.02.28	Joaquin Suarez
UY.09.05	Piriapolis
UY.04.07	Ombues De Lavalle
UY.04.08	Florencio Sanchez
UY.04.09	Colonia Valdense
UY.02.04	Atlantida
UY.09.03	Maldonado
UY.04.04	Rosario
UY.02.02	Santa Lucia
UY.02.07	Los Cerrillos
UY.14.02	Chuy
UY.04.01	Carmelo
UY.04.06	Juan Lacaze
UY.17.04	Palmitas
UY.01.01	Baltasar Brum
UZ.02.1217081	Qorakŭl Tumani
UZ.07.1512504	Uchkuduk District
UZ.07.1513082	Nurota Tumani
UZ.06.1514190	Chust Tumani
UZ.14.1514338	Bŭstonliq Tumani
VE.11.1125	Municipio Zamora
VE.15.1521	Municipio Zamora
VE.04.0516	Municipio Zamora
VE.17.1711	Municipio Villalba
VE.21.2120	Municipio Valera
VE.07.0814	Municipio Valencia
VE.20.2028	Municipio Uribante
VE.13.1309	Municipio Urdaneta
VE.15.1520	Municipio Urdaneta
VE.04.0515	Municipio Urdaneta
VE.21.2119	Municipio Urdaneta
VE.22.2213	Municipio Urachiche
VE.18.1814	Municipio Turén
VE.09.1004	Municipio Tucupita
VE.17.1710	Municipio Tubores
VE.21.2118	Municipio Trujillo
